id,year,keywords,_year,_authors,_inventory_number,_title
KMS852,1860,"canvas,oil",1865,Elisabeth Jerichau-Baumann,KMS852,A Wounded Danish Soldier
KMS849,1840,"canvas,oil",1859,Niels Simonsen,KMS849,Kirsten Svendsdatter Finds the Gold Horn at Gallehus on 20 July 1639
KMS3143,1900,"canvas,oil,portrait",1909,Karl Isakson,KMS3143,Portrait of Mrs. Bertha Brandstrup
KMS1049,1840,"canvas,oil",1853,Fritz Thomsen,KMS1049,Hother
KMSst569,1800,"canvas,oil",1809,Antonio Diziani,KMSst569,Rustic Scene
KMS4002,1880,"canvas,oil,portrait",1882,Michael Peter Ancher,KMS4002,The Sick Girl
KMS609,1840,"canvas,oil",1850,Jørgen Roed,KMS609,Sjællandske høstpiger ved en brønd
KMS385,1640,"canvas,oil",1655,Allaert van Everdingen,KMS385,The River in the Pine Forest
KMSsp380,1620,"canvas,oil",1631,Gerard van Honthorst,KMSsp380,An Old Woman
KMS868,1860,"canvas,oil",1870,Jørgen Sonne,KMS868,Jyske bønder på vej hjem fra marked med deres heste
KMS6581,1760,"canvas,oil,portrait",1769,Peter Brünniche,KMS6581,Portrait of a Lady with her little Daughter
KMSsp98,1600,"canvas,oil",1616,Guido Reni,KMSsp98,The Fall of the Giants
KMSsp514,1640,"canvas,oil,landscape art",1648,Allaert van Everdingen,KMSsp514,Mountain Landscape with a Couple of Horsemen in the Foreground
KMS4888,1840,"canvas,oil",1857,Carl Frederik Sørensen,KMS4888,Sailing Ships in the Sound south of Kronborg
KMS174,1820,"canvas,oil",1823,Heinrich Eddelien,KMS174,A young faun picking grapes
KMS4791,1940,"canvas,oil",1942,Immanuel Ibsen,KMS4791,Still Life with Jar and Fruits
KMS4012,1900,"canvas,oil",1909,Hans Smidth,KMS4012,The Artist's Shelter on the Moors in Jutland
KMSsp577,1640,"canvas,oil,landscape art",1659,Cornelis Gerritsz Decker,KMSsp577,Landscape by a River. In the Background a Limekiln
KMS6449,1880,"millboard,oil,landscape art",1887,Laurits Andersen Ring,KMS6449,A Rye Field near Ring Village
KMS8272,1880,"wood,oil,landscape art",1893,Peder Severin Krøyer,KMS8272,Evening at Skagen
KMS659,1560,"wood,oil,genre art",1574,Lucas van Valckenborch,KMS659,Peasant Wedding. The Wedding Dance in the open Air
KMS8415,1900,"canvas,pencil,oil",1905,Vilhelm Hammershøi,KMS8415,"From Christianshavn's Canal, Copenhagen"
KMS1518,1660,"canvas,oil,still life",1672,Nicolaes van Gelder,KMS1518,Still Life
KMS846,1840,"canvas,oil,battle painting",1850,Niels Simonsen,KMS846,Slaget ved Fredericia den 6. juli 1849
KMSsp841,1720,"canvas,oil",1735,Balthasar Denner,KMSsp841,A Gardener
KMS4950,1840,"canvas,oil",1843,P. C. Skovgaard,KMS4950,Field of Oats near Vejby
KMS3390,1880,"canvas,oil,portrait",1882,Bertha Wegmann,KMS3390,"Madam Anna Seekamp, the Artist's Sister"
KMS3222,1700,"canvas,oil,religious art",1700,Anthony van Dyck,KMS3222,Study Head of a Young Man Looking Upwards. St Sebastian
KMS728,1840,"canvas,oil",1845,Emma Thomsen,KMS728,En blomsterkrans
KMS1845,1900,"canvas,oil,genre art",1904,Anna Ancher,KMS1845,Plucking the Geese
KMS1306,1880,"canvas,oil,genre art",1887,Otto Carl Bentzon Haslund,KMS1306,A Concert: The Artist's Children and their Playmates
KMS1360,1880,"canvas,oil,portrait",1889,Michael Peter Ancher,KMS1360,Two Fishermen beside a Boat
KMS22,1780,"canvas,oil,portrait",1786,Erik Pauelsen,KMS22,Mandsportræt
KMS6220,1760,"canvas,oil,landscape art",1779,Jens Juel,KMS6220,A View Across Lake Leman Towards Mont Blanc and Geneva
KMSsp561,1660,"canvas,oil,allegory",1663,Karel Dujardin,KMSsp561,Boy Blowing Soap Bubbles. Allegory on the Transitoriness and the Brevity of Life
KMS3583,1920,"canvas,oil",1920,Fritz Syberg,KMS3583,Vinteren er kommet. Landskab med skøjteløbere
KMS7127,1880,"canvas,oil,marine art",1886,Julius Paulsen,KMS7127,Midsummer Night at Tisvilde Beach
KMS3164,1880,"canvas,oil",1884,Theodor Philipsen,KMS3164,The Milking Place at Meilgård
KMS1730,1800,"canvas,oil",1810,Louis-Léopold Boilly,KMS1730,Garlanding the Statuette of Cupid
KMS1625,1880,"canvas,oil",1898,N.P. Mols,KMS1625,Kystboerne drager vod i landingen
KMSsp148,1540,"canvas,oil,mythological painting",1554,Parrasio Micheli,KMSsp148,Venus and Cupid
KMSsp57,1640,"canvas,oil,religious art",1645,Salvator Rosa,KMSsp57,Jonah Preaching to the People of Niniveh
KMS3270,1860,"canvas,oil,history painting",1867,Édouard Manet,KMS3270,The Execution of Emperor Maximilian
KMS4207,1880,"canvas,oil",1890,Vilhelm Hammershøi,KMS4207,"The art historian Karl Madsen, later Director of Statens Museum for Kunst"
KMS848,1840,"canvas,oil,battle painting",1844,Niels Simonsen,KMS848,Stormen på Frederiksstad den 4. oktober 1850
KMS2057,1660,"canvas,oil",1677,Ludolf Bakhuizen,KMS2057,Seascape with Dutch Men-of-War and Fishing Boats
KMS1725,1800,"canvas,oil",1810,Louis-Léopold Boilly,KMS1725,The Present
KMSsp667,1680,"canvas,oil",1689,Cornelis Dusart,KMSsp667,Peasants outside an Inn
KMS6858,1880,"canvas,oil,portrait",1895,Peder Severin Krøyer,KMS6858,Portræt af Sophus Schandorph
KMS550,1820,"canvas,oil,landscape art",1821,Johan Christian Dahl,KMS550,Norwegian Landscape with a Rainbow
KMS6692,1880,"canvas,oil,self-portrait",1890,Vilhelm Hammershøi,KMS6692,Self-Portrait
KMS3653,1920,"canvas,oil",1922,Harald Giersing,KMS3653,Two Ladies
KMS3807,1840,"canvas,oil",1854,Wilhelm Marstrand,KMS3807,An Italian Woman in the Way to the Carnival
KMSsp610,1660,"canvas,oil",1674,Jacob Biltius,KMSsp610,Dead Wildfowl
KMS138,1780,"canvas,oil,portrait",1789,Christian August Lorentzen,KMS138,"Portrait of Count Rzewuski, Polish Ambassador to Denmark"
KMS1674,1900,"canvas,oil,portrait,group portrait",1901,Laurits Andersen Ring,KMS1674,Moder fortæller. Kunstnerens hustru og datter
KMS602,1780,"canvas,oil",1784,Nicolai Abildgaard,KMS602,Hierarchy at its Peak at the time of the Crusades
KMS6817,1880,"canvas,oil",1898,Karl Schou,KMS6817,"Svanninge Hills, Funen"
KMS1026,1680,"canvas,oil,animal painting",1697,Angelo Maria Crivelli,KMS1026,Landscape with Birds
KMS8588,1820,"canvas,oil paint,portrait",1828,Emil Bærentzen,KMS8588,Family Portrait
KMS3754,1880,"canvas,oil",1895,Hans Michael Therkildsen,KMS3754,Ung pige i en have
KMS1740,1880,"wood,oil",1881,Frits Thaulow,KMS1740,View of Amerikavej in Copenhagen
KMS3299,1720,"canvas,oil",1730,Balthasar Denner,KMS3299,The Artist's Family Making Music Together
KMS272,1800,"canvas,oil",1808,Cladius Detlev Fritzsch,KMS272,En let rørkurv med blomster
KMS7962,1880,"canvas,oil paint",1885,Vilhelm Rosenstand,KMS7962,Christian II og Dyveke
KMS1839,1860,"canvas,oil",1869,Carl Neumann,KMS1839,Hjemvendende fiskere modtages på Hornbæk Strand
KMS507,1840,"canvas,oil",1844,Wilhelm Marstrand,KMS507,"Fra Ludvig Holbergs ""Erasmus Montanus"", III akt, 3. scene"
KMS4098,1900,"canvas,oil",1906,Niels Bjerre,KMS4098,"People outside a Church. Harboøre, Jutland"
KMS393,1820,"canvas,oil",1839,Constantin Hansen,KMS393,"A Reciter of ""Orlando Furioso"" at the Molo, Naples"
KMS7707,1920,"canvas,oil paint",1925,Edvard Weie,KMS7707,"Study after Delacroix's ""Dante og Vergil"""
KMS8484,1880,"canvas,oil,landscape art",1899,Laurits Andersen Ring,KMS8484,After Sunset
KMS3365,1860,"canvas,oil,landscape art",1874,Frederik Vermehren,KMS3365,Vinteraften ved Susåen
KMS2020,1880,"canvas,oil",1898,Sigurd Wandel,KMS2020,Afteninteriør. Moder og barn
KMS535,1840,"canvas,oil",1848,Martinus Rørbye,KMS535,Men of Skagen on a Summer Evening in Fair Weather
KMSsp185,1600,"canvas,oil,religious art",1617,Peter Paul Rubens,KMSsp185,The Judgement of Solomon
KMS3119,1900,"canvas,oil",1911,Edvard Petersen,KMS3119,At the Capuchin Monastery in Rome
KMS3809,1840,"canvas,oil",1854,Frederik Vermehren,KMS3809,Study of a Moor
KMS229,1820,"canvas,oil",1833,Jacob Petersen,KMS229,To danske fregatter i en storm signalerer med hinanden
KMS7144,1740,"canvas,oil",1745,Carl Gustaf Pilo,KMS7144,Mogens Scheel von Plessen of Fussingø and Selsø
KMS4032,1880,"canvas,oil",1885,Axel Helsted,KMS4032,Lærerinde og elev
KMS1058,1860,"canvas,oil,battle painting",1872,Frederik Christian Lund,KMS1058,Den hollandske flåde under admiral Opdam passerer Sundet d. 29. oktober 1658 under Svenskekrigen 1657-60
KMS1761,1820,"canvas,oil,portrait",1827,Christoffer Wilhelm Eckersberg,KMS1761,"The Artist's Daughter, Emilie"
KMSsp465,1640,"canvas,oil,portrait",1657,Jan Victors,KMSsp465,Portrait of a Lady
KMSsp718,1520,"wood,oil",1527,Lucas Cranach the Elder,KMSsp718,The Judgement of Paris
KMS655,1640,"canvas,oil,battle painting",1655,Jacques Courtois,KMS655,Battle Scene with Turkish Cavalry
KMSsp138,1580,"canvas,oil,portrait",1581,Federico Barocci,KMSsp138,Portrait of Antonio Galli
KMS3716,1880,"canvas,oil,portrait",1897,Laurits Andersen Ring,KMS3716,At the French Windows. The Artist's Wife
KMS3986,1780,"canvas,oil",1782,Nicolai Abildgaard,KMS3986,Fingal Sees the Ghosts of his Forefathers by Moonlight
KMS2077,1900,"canvas,oil,landscape art",1908,Johannes Wilhjelm,KMS2077,Idyl på heden
KMS1830,1880,"canvas,oil",1885,Kristian Zahrtmann,KMS1830,Leonora Christina being Examined in Prison
KMSst16,1660,"canvas,oil",1663,Helena Roouers,KMSst16,Tulips and Other Flowers in a Rummer
KMS1690,1840,"wood,oil,landscape art",1842,Dankvart Dreyer,KMS1690,"Bridge over a Stream in Assens, Funen"
KMS188,1820,"canvas,oil",1831,Heinrich Eddelien,KMS188,The Origin of Painting
KMS1258,1840,"canvas,oil",1844,Hermania Neergaard,KMS1258,Blomsterkurv med frugt ved en træstub
KMS3689,1880,"canvas,oil",1883,Theodor Philipsen,KMS3689,"Isola del Liri, Italy. Overcast Day"
KMS1139g,1780,"canvas,oil,group portrait",1785,Nicolai Abildgaard,KMS1139g,Magnus Stenbock Surrenders the Fortress of Tønningen to Frederik IV in 1714
KMSst461,1660,"canvas,oil",1670,Cornelis Norbertus Gysbrechts,KMSst461,"Trompe l'Oeil with Trumpet, Celestial Globe and Proclamation by Frederik III"
KMS890,1860,"canvas,oil,portrait",1861,Poul Hagelstein,KMS890,"Elisabeth, Christian II's dronning"
KMS263,1820,"canvas,oil,architectural painting",1835,Frederik Sødring,KMS263,View of the Marble Square with the Ruins of the Uncompleted Frederik's Church
KMS1390,1640,"canvas,oil",1644,Jan van Bijlert,KMS1390,Laughing Girl Showing a Small Picture of a Nude Woman Seen from Behind
KMS3776,1880,"canvas,oil",1893,Joakim Skovgaard,KMS3776,Marked i Sora
KMS3697,1900,"canvas,oil",1902,Vilhelm Hammershøi,KMS3697,Stue i Strandgade med kunstnerens hustru
KMS355,1820,"canvas,oil,landscape art",1838,Dankvart Dreyer,KMS355,"A View towards Himmelbjerget, Jutland. Evening"
KMS1876,1640,"canvas,oil,mythological painting",1654,Jacob van Loo,KMS1876,Diana and her Nymphs
KMS3480,1820,"canvas,oil",1832,Christen Købke,KMS3480,View of the Citadel Ramparts Looking Towards Langelinie and the Naval Harbour
KMS3636,1920,"canvas,oil",1922,Laurits Andersen Ring,KMS3636,Has it Stopped Raining?
KMS4115,1920,"canvas,oil",1936,Karl Schou,KMS4115,Selvportræt
KMS3988,1880,"canvas,oil",1893,Fridolin Johansen,KMS3988,"Houses Alongside a Road in Morsø, Jutland"
KMS3485,1740,"canvas,oil,portrait",1750,Carl Gustaf Pilo,KMS3485,Portrait of Count Jørgen Scheel
KMS4753,1840,"canvas,paper,oil,landscape art",1846,Johan Lundbye,KMS4753,"Kolås Wood, Vejrhøj"
KMS1767,1820,"canvas,oil",1831,Christen Købke,KMS1767,The Painter C.W. Eckersberg's Son Julius in his Fathers Studio
KMS1787,1860,"canvas,oil",1878,Kristian Zahrtmann,KMS1787,Italienske piger med tomater i kurve
KMS1495,1820,"canvas,oil,portrait",1821,Christoffer Wilhelm Eckersberg,KMS1495,Juristen og statsmanden Anders Sandøe Ørsted
KMS1434,1880,"canvas,oil,genre art",1890,Peder Severin Krøyer,KMS1434,Threshing in the Abruzzi. Cività d'Antino
KMS4175,1900,"canvas,oil",1910,Hans Smidth,KMS4175,En færge over Gudenåen
KMS1776,1800,"canvas,oil,architectural painting",1816,Christoffer Wilhelm Eckersberg,KMS1776,View of the Interior of the Colosseum
KMS4961,1820,"paper,canvas,oil",1837,Constantin Hansen,KMS4961,The Painter Albert Küchler
KMS539,1840,"canvas,oil,landscape art",1848,Vilhelm Kyhn,KMS539,"Landscape near the Forest Nordskoven, Jægerspris, Zealand"
KMS3148,1820,"canvas,oil",1836,Christen Købke,KMS3148,Frederiksborg Castle Seen from the Northwest
KMSsp517,1660,"canvas,oil,landscape art",1676,Emanuel Murant,KMSsp517,Dutch Farm
KMS819,1860,"canvas,oil",1860,Carl Bloch,KMS819,"A Fisherman from Sorronto, Italy"
KMS3429,1900,"canvas,oil",1915,Jens Adolf Jerichau,KMS3429,The Creation of Eve. Composition. Opus II
KMS1343,1980,"canvas,oil",1989,Carl Holsøe,KMS1343,Interior with a Girl Sewing
KMS603,1780,"canvas,oil",1784,Nicolai Abildgaard,KMS603,"The Revival of Learning, the Invention of Printing and Gunpowder and the Discovery of America"
KMS778,1660,"canvas,oil",1669,Gerrit Lundens,KMS778,Accounting for the Purchases in the Kitchen
KMS876,1820,"canvas,oil,portrait",1821,Christian Albrecht Jensen,KMS876,"Maria Magdalena Jensen, née Jessen, the Artist's Mother"
KMS6489,1900,"compoboard,oil",1909,Harald Giersing,KMS6489,The Judgment of Paris
KMS753,1840,"canvas,oil",1859,Frederik Vermehren,KMS753,A Sower
KMS2093,1800,"canvas,oil,genre art,architectural painting",1815,Christoffer Wilhelm Eckersberg,KMS2093,Udsigt over Tiberen i nærheden af den sammenstyrtede bro Ponte Rotto i Rom
KMSst86,1640,"canvas,oil",1655,Jan Davidsz. de Heem,KMSst86,Flowers and Fruit
KMSsp235,1640,"canvas,oil,religious art",1653,Jacob Jordaens,KMSsp235,Susanna and the Elders
KMS1726,1840,"canvas,oil",1847,Wilhelm Marstrand,KMS1726,"Women Working in the Kitchen of a Farmhouse near Olevano, Italy"
KMS4180b,1880,"canvas,oil",1892,Christian Mourier-Petersen,KMS4180b,Jysk landskab. Klar dag i maj
KMS3939,1900,"canvas,oil",1902,Peter Hansen,KMS3939,The Ploughman Turns
KMS1048,1840,"canvas,oil",1853,Fritz Thomsen,KMS1048,Bacarolle
KMSsp446,1640,"canvas,oil,landscape art",1647,Aert van der Neer,KMSsp446,Fire at Amsterdam by Night
KMS7380,1880,"canvas,oil,genre art",1885,Laurits Andersen Ring,KMS7380,Et besøg i et skomagerværksted
KMSsp211,1600,"copper,oil,floral painting",1618,Ambrosius Bosschaert,KMSsp211,Bouquet of Flowers in a Stone Niche
KMS968,1780,"canvas,oil",1788,Erik Pauelsen,KMS968,The Passage through Krokkleven near Ringerike in Norway
KMS6603,1820,"canvas,oil,portrait",1825,Constantin Hansen,KMS6603,Kunstnerens søster Alvilde
KMS1620,1820,"canvas,oil,portrait",1834,Wilhelm Marstrand,KMS1620,"Gottlieb Bindesbøll, Danish Architect"
KMSr71,1900,"canvas,oil",1912,Albert Marquet,KMSr71,Quai de Paris at Rouen. Rainy Weather
KMS755,1840,"canvas,oil",1858,Hans Jørgen Hammer,KMS755,A View of Rome Seen from the Artist's Dwelling
KMS135,1680,"canvas,oil,mythological painting",1688,Nicolas Colombel,KMS135,The Rape of Europe
KMSsp513,1640,"canvas,oil,landscape art",1647,Allaert van Everdingen,KMSsp513,Northern Mountain Landscape with Waterfall
KMS1713,1860,"canvas,oil,landscape art",1868,Janus la Cour,KMS1713,"A View towards Castel Gandolfo, Italy"
KMS243,1780,"canvas,oil",1796,Asmus Jacob Carstens,KMS243,Bacchus and Cupid
KMS1025,1680,"canvas,oil,animal art",1697,Angelo Maria Crivelli,KMS1025,Landscape with Birds
KMS3793,1820,"canvas,oil,portrait",1836,Christen Købke,KMS3793,"Portrait of Susanne Cecilie Købke, née Købke, the Artist´s Wife"
KMS1451,1880,"canvas,oil",1892,Johan Rohde,KMS1451,"Winter Evening in Ribe, Jutland"
KMS4233,1880,"canvas,oil",1896,Niels Skovgaard,KMS4233,Dragtstudier. Megara
KMSsp812,1660,"canvas,oil,trompe-l'œil",1670,Cornelis Norbertus Gysbrechts,KMSsp812,Trompe-l'œil. A Cabinet in the Artist's Studio
KMS3162,1880,"canvas,oil",1890,Vilhelm Hammershøi,KMS3162,"Ida Ilsted, the Artist's Fiancée"
KMS3728,1840,"canvas,oil",1857,Elisabeth Jerichau-Baumann,KMS3728,Forfatterinden Emma Kraft
KMS1124,1820,"paper,canvas,oil",1838,Constantin Hansen,KMS1124,The Temple of Athena in Paestum
KMS1081,1820,"canvas,oil,portrait",1837,Christen Købke,KMS1081,Portrait of the Decorative Artist G.C. Hilker
KMS3934,1920,"canvas,oil",1923,Harald Giersing,KMS3934,Landscape after Sunset
KMS458,1660,"canvas,oil,landscape art",1664,Francesco Cozza,KMS458,Landscape with the Angel Appearing to Hagar and Leading her to the Well
KMS1491,1880,"canvas,oil",1890,Gottfrid Kallstenius,KMS1491,Graveyard Scene
KMS1139e,1780,"canvas,oil,group portrait",1783,Nicolai Abildgaard,KMS1139e,Absolute Monarchy Assigned to Frederik III in 1660
KMS1438,1880,"canvas,oil,portrait",1891,Peder Severin Krøyer,KMS1438,Baron Otto Ditlev Rosenørn-Lehn
KMS2000,1900,"canvas,oil",1905,Frederik Collett,KMS2000,April at Lillehammer
KMSsp234,1660,"canvas,oil,religious art",1664,Jacob Jordaens,KMSsp234,Christ blessing little Children. Suffer Little Children to Come unto me
KMS3321,1840,"canvas,oil",1845,Sophus Schack,KMS3321,En omrejsende projektmager foreviser et musikalsk menageri
KMS196,1820,,1828,Ditlev Martens,KMS196,"Pave Leo Xll aflægger besøg i Thorvaldsens værksteder ved Piazza Barberini, 18. oktober 1826"
KMS1172,1600,"canvas,oil",1618,Francis Cleyn,KMS1172,A Boys' School
KMS6331,1800,"canvas,oil,landscape art",1814,Johan Christian Dahl,KMS6331,Landscape with a Big Tree
KMS3634,1760,"canvas,oil,portrait",1771,Jens Juel,KMS3634,"Portrait of Anna Elisabeth Battier, née Storp"
KMSsp719,1520,"wood,oil,mythological painting",1530,Lucas Cranach the Elder,KMSsp719,Venus with Cupid Stealing Honey
KMSsp113,1700,"canvas,oil,religious art",1700,Giovanni Lanfranco,KMSsp113,Saint Sebastian
KMS1140,1880,"canvas,oil",1882,Hans Gude,KMS1140,A Norwegian Seaport
KMS907,1780,"canvas,oil",1788,Erik Pauelsen,KMS907,Tistedalen ved Frederikshald i Norge
KMS1253,1800,"canvas,oil,landscape art",1819,Johan Christian Dahl,KMS1253,The Castle Ruin at Tharandt
KMS368,1820,"canvas,oil",1839,Frederik Rohde,KMS368,"View of the District near Segeberg, Germany"
KMSsp49,1640,"canvas,oil,religious art",1658,Carlo Dolci,KMSsp49,The Virgin
KMS605,1640,"canvas,oil,portrait",1647,Karel van Mander III,KMS605,Rigsadmiral Ove Gjedde
KMS8625,1860,"canvas,oil",1866,Ludvig Abelin Schou,KMS8625,Centaur
KMS3359,1900,"canvas,oil,female nude",1909,Vilhelm Hammershøi,KMS3359,Standing Female Nude
KMSsp543,1680,"canvas,oil,battle painting",1687,Ludolf Bakhuizen,KMSsp543,"The Four Day's Battle, 11-14 June 1666"
KMS6769,1800,"canvas,oil,landscape art",1816,Johan Christian Dahl,KMS6769,View of Engelholm at Præstø in Zealand
KMS6808,1920,"canvas,oil",1938,Niels Bjerre,KMS6808,Road in a small town. Strande
KMS3946,1820,"canvas,oil",1839,Christen Købke,KMS3946,"Rough Sea on a Rocky Coast, Capri"
KMS1477,1840,"canvas,oil",1855,Thorald Brendstrup,KMS1477,"A Summer Morning beside the Deer Park Fence in Ordrup Spinney, North of Copenhagen"
KMS494a,1840,"canvas,oil",1844,Johan Ludwig Lund,KMS494a,De tre norner
KMS601,1780,"canvas,oil",1784,Nicolai Abildgaard,KMS601,Rome as Ruler of the World
KMS3972,1920,"canvas,oil",1923,Edvard Weie,KMS3972,Still Life with Oranges in a Basket
KMS275,1800,"canvas,oil",1807,Cladius Detlev Fritzsch,KMS275,A Cactus Grandiflora and Other Flowers in a Porphyry Vase
KMS856,1740,"canvas,oil,portrait",1750,Carl Gustaf Pilo,KMS856,Portrait of Frederik V in Anointment Robe
KMS465,1800,"canvas,oil",1810,Christian August Lorentzen,KMS465,"Barselstuen, III akt, 6. scene"
KMS462,1800,"canvas,oil",1810,Christoffer Wilhelm Eckersberg,KMS462,"Motiv fra Ludvig Holbergs ""Jeppe på Bjerget"", III akt, 3. scene"
KMS3595,1840,"canvas,oil,portrait",1844,Christian Albrecht Jensen,KMS3595,"Portrait of Cathrine Jensen, née Lorenzen, the Artist's Wife Wearing a Turban"
KMS1721,1900,"canvas,oil",1901,J.C. Schlichtkrull,KMS1721,En gård i Vendsyssel. Solnedgang
KMS7386,1900,"canvas,oil,portrait",1902,Johan Rohde,KMS7386,Portræt af den svenske maler Gustaf Wolmar
KMS1790,1900,"canvas,oil",1903,Carl Holsøe,KMS1790,Interior with a Girl Reading
KMS1073,1780,"canvas,oil,portrait",1781,Jens Juel,KMS1073,"Ane Margrethe Abildgaard, f. Bastholm. Maleren N.A. Abildgaards moder"
KMS547,1840,"canvas,oil,marine art",1848,Carl Frederik Sørensen,KMS547,Shipwreck after a Storm off the West Coast of Jutland near Ferring Church
KMS3773,1880,"canvas,oil",1897,Vilhelm Kyhn,KMS3773,Sommerdag ved Bisholt
DEP285,1820,"canvas,paper,oil,portrait",1837,Constantin Hansen,DEP285,Martinus Rørbye
KMS3178,1880,"canvas,oil",1899,Kristian Zahrtmann,KMS3178,Lady Macbeth. Study
KMS216,1820,"canvas,oil",1832,Johan Christian Dahl,KMS216,A Shipwreck on the Coast of Norway
KMS1066,1840,"canvas,oil",1847,Wilhelm Marstrand,KMS1066,A Roman Woman in Fancy Dress
KMS1490,1840,"canvas,oil",1842,Jørgen Roed,KMS1490,The Courtyard of the Palazzo del Bargello. Florence
KMS3404,1860,"canvas,oil",1860,David Jacobsen,KMS3404,Study of a Seated Girl
KMS7474,1900,"canvas,oil,self-portrait",1914,Kristian Zahrtmann,KMS7474,Self-portrait by Lamplight
KMS7,1640,"wood,oil,portrait",1643,Jaspar Beckx,KMS7,"Don Miguel de Castro, Emissary of Congo"
KMS7128,1900,"canvas,oil",1916,Jens Adolf Jerichau,KMS7128,Composition
KMS3174,1900,"canvas,oil,religious art",1907,Oluf Hartmann,KMS3174,Jacob Wrestling with the Angel
KMS4508a,1760,"canvas,oil,portrait",1767,Jens Juel,KMS4508a,The Court Seal Engraver Ahron Jacobson
KMSsp539,1660,"canvas,oil",1679,Charles Emmanuel Biset,KMSsp539,Trictrac Players
KMS1757,1900,"canvas,oil,portrait,self-portrait",1902,Michael Peter Ancher,KMS1757,Self-Portrait
KMS1685,1860,"canvas,oil",1875,Vilhelm Kyhn,KMS1685,The Lakes at Laven near Silkeborg
KMSst139,1660,"canvas,oil,portrait",1666,Girolamo Troppa,KMSst139,Homer
KMS1675,1900,"canvas,oil",1901,Peter Hansen,KMS1675,Children skating outside Fåborg
KMS379,1640,"canvas,oil,still life",1657,Willem van Aelst,KMS379,Still Life. Breakfast Piece with a Silver Jug
KMS4071,1740,"canvas,oil,portrait",1747,Carl Gustaf Pilo,KMS4071,"Louise, Frederik V's First Queen in her Coronation Robes"
KMS1692,1860,"canvas,oil",1877,Niels Skovgaard,KMS1692,Gamle udbygninger ved en herregård
KMS1566,1880,"canvas,oil",1894,Eilif Peterssen,KMS1566,From the Norwegian Archipelago
KMS3395,1740,"canvas,oil,portrait",1745,Louis Tocqué,KMS3395,Portrait of Frederik Berregaard
KMSst556,1620,"canvas,oil",1633,Adriaen van Utrecht,KMSst556,"Hens, Ducks and a Turkey Cock"
KMS2070,1880,"canvas,oil",1889,Edvard Munch,KMS2070,Summer Evening
KMS2099,1800,"canvas,oil",1816,Christoffer Wilhelm Eckersberg,KMS2099,"View of the Fontana Acetosa, Rome"
KMSsp237,1620,"canvas,oil,religious art",1627,Anthony van Dyck,KMSsp237,The Mystic Marriage of St Catherine of Alexandria
KMS4025,1840,"canvas,paper,oil,marine art",1847,Carl Frederik Sørensen,KMS4025,A Wreck on the West Coast of Jutland at Sunset
KMS3241,1820,"canvas,oil,marine art,architectural painting",1829,Christoffer Wilhelm Eckersberg,KMS3241,A View towards the Swedish Coast from the Ramparts of Kronborg Castle
KMS756,1840,"canvas,oil",1859,Henrik Olrik,KMS756,Bruden smykkes af sin veninde
KMS2051,1900,"canvas,oil",1906,Vilhelm Hammershøi,KMS2051,"St. Peter's Church, Copenhagen"
KMSsp228,1620,"canvas,oil",1622,Isaac Isaacsz.,KMSsp228,A Feast
KMS508a,1840,"canvas,oil",1842,Ditlev Blunck,KMS508a,Infancy. From the series: The Four Ages of Man
KMS966,1840,"canvas,oil",1850,Jørgen Roed,KMS966,Haven med den gamle døbefont
KMS1526,1680,"canvas,oil,religious art",1683,Aert de Gelder,KMS1526,Den persiske kong Ahasverus giver Mordokaj ringen
KMSsp120,1660,"canvas,oil,religious art",1660,Girolamo Troppa,KMSsp120,The Penitent St Mary Magdalene
KMSsp339,1560,"wood,oil",1570,Pieter Aertsen,KMSsp339,The Fat Kitchen. An Allegory
KMS51,1820,"canvas,oil,portrait",1826,Ditlev Blunck,KMS51,Portrait of the Copperplate Engraver Carl Edvard Sonne
KMSsp132,1540,"canvas,oil,religious art",1550,Jacopo Bassano,KMSsp132,The Decapitation of St John the Baptist
KMSsp63,1700,"canvas,oil,religious art",1707,Paolo de Matteis,KMSsp63,Cain Slaying Abel
KMS6715,1940,"canvas,oil",1941,Niels Larsen Stevns,KMS6715,Reading Figure
KMS606,1840,"canvas,oil",1841,Joseph-Désiré Court,KMS606,Christian VIII (1786-1848) and Queen Caroline Amalie (1796-1881) in Coronation Robes
KMS1496,1840,"canvas,oil,portrait,landscape art",1855,Frederik Vermehren,KMS1496,A Jutland Sheperd on the Moors
KMS1301,1880,"canvas,oil",1886,Josef Theodor Hansen,KMS1301,En sal i Palazzo Borghese
KMS7393,1640,"canvas,oil",1650,Bernhard Keil,KMS7393,"Gammel mand, der vasker hænder"
KMS7694,1800,"canvas,oil paint,landscape art",1810,Christoffer Wilhelm Eckersberg,KMS7694,Landscape with a Stile. The Isle of Møn
KMS6433,1820,"canvas,oil",1826,Christoffer Wilhelm Eckersberg,KMS6433,Study of Clouds over the Sea
KMS6730,1900,"canvas,oil",1913,Jens Adolf Jerichau,KMS6730,The Road to Golgatha
KMS2060,1820,"canvas,oil,marine art",1833,Christoffer Wilhelm Eckersberg,KMS2060,"The Starboard Battery and the Deck of the Corvette ""Najaden"""
KMS3296,1780,"canvas,oil,history painting",1782,Nicolai Abildgaard,KMS3296,Frederik II Builds Kronborg Castle at Elsinore
KMS347,1820,"canvas,oil",1835,Jens Peter Møller,KMS347,Et schweizerlandskab med bjerget Wetterhorn
